2025_07_29_07_12_06_L_001.csv,ブーム:,L,穿孔No.:,1,ビット径[mm]:,75,ストローク:,ショート,ドリフタ種類:,HD220,,,,,,,,,,,,,,,,,,,,,,,
シーケンス番号,時,分,秒,ミリ秒,穿孔長,穿孔速度,打撃圧,回転圧,フィード圧,打撃数,のみ継ぎ No.,穿孔エネルギー,穿孔No.,X(m),Y(m),Z:標高(m),x:TD(m),y:CL離(m),z:SL離(m),H:方位角(Deg),V:鉛直角(Deg),h:水平さし角(Deg),v:鉛直さし角(Deg),予備フィールド1,予備フィールド2,予備フィールド3,予備フィールド4,予備フィールド5,予備フィールド6,予備フィールド7,予備フィールド8,予備フィールド9,予備フィールド10
2758,9,7,22,873,18.337,1.308,14.4,5.4,5.6,0,5,93.8,1450,-34520.959,33251.147,54.333,3863.002,-0.299,5.839,42.205,78.0667,-2.6681,11.9333,,1,1,3866,,,,,,
2759,9,7,23,73,18.343,1.415,14.4,5.7,5.7,0,5,87.6,1450,-34520.959,33251.147,54.333,3863.002,-0.299,5.839,42.205,78.0667,-2.6681,11.9333,,1,1,3866,,,,,,
2760,9,7,23,273,18.348,1.323,14.4,5.4,5.8,0,5,96.2,1450,-34520.932,33251.164,54.326,3862.97,-0.306,5.832,42.235,78.1418,-2.6381,11.8582,,1,1,3866,,,,,,
2761,9,7,23,473,18.354,1.217,14.5,5.7,5.7,0,5,102.5,1450,-34520.932,33251.164,54.326,3862.97,-0.306,5.832,42.235,78.1418,-2.6381,11.8582,,1,1,3866,,,,,,
2762,9,7,23,673,18.362,1.415,14.5,6.2,5.4,0,5,83.5,1450,-34520.932,33251.164,54.326,3862.97,-0.306,5.832,42.235,78.1418,-2.6381,11.8582,,1,1,3866,,,,,,
2763,9,7,23,873,18.368,1.308,14.4,6.2,5.3,0,5,88.8,1450,-34520.932,33251.164,54.326,3862.97,-0.306,5.832,42.235,78.1418,-2.6381,11.8582,,1,1,3866,,,,,,
2764,9,7,24,73,18.373,1.354,14.4,6.5,5.2,0,5,83.7,1450,-34520.932,33251.164,54.326,3862.97,-0.306,5.832,42.235,78.1418,-2.6381,11.8582,,1,1,3866,,,,,,
2765,9,7,24,273,18.38,1.415,14.4,5.8,5.6,0,5,85,1450,-34520.932,33251.164,54.326,3862.97,-0.306,5.832,42.235,78.1418,-2.6381,11.8582,,1,1,3866,,,,,,
2766,9,7,24,473,18.386,1.293,14.4,5.2,5.7,0,5,95.8,1450,-34520.932,33251.164,54.326,3862.97,-0.306,5.832,42.235,78.1418,-2.6381,11.8582,,1,1,3866,,,,,,
2767,9,7,24,673,18.391,1.323,14.4,5.6,5.7,0,5,93.5,1450,-34520.932,33251.164,54.326,3862.97,-0.306,5.832,42.235,78.1418,-2.6381,11.8582,,1,1,3866,,,,,,
2768,9,7,24,873,18.4,1.415,14.5,5.8,5.6,0,5,86.2,1450,-34520.911,33251.186,54.331,3862.941,-0.306,5.837,42.2446,78.2186,-2.6284,11.7814,,1,1,3866,,,,,,
2769,9,7,25,73,18.404,1.247,14.5,5.4,5.8,0,5,102.6,1450,-34520.911,33251.186,54.331,3862.941,-0.306,5.837,42.2446,78.2186,-2.6284,11.7814,,1,1,3866,,,,,,
2770,9,7,25,273,18.411,1.415,14.6,6.1,5.4,0,5,85.5,1450,-34520.911,33251.186,54.331,3862.941,-0.306,5.837,42.2446,78.2186,-2.6284,11.7814,,1,1,3866,,,,,,
2771,9,7,25,473,18.418,1.338,14.5,5.7,5.6,0,5,92.3,1450,-34520.911,33251.186,54.331,3862.941,-0.306,5.837,42.2446,78.2186,-2.6284,11.7814,,1,1,3866,,,,,,
2772,9,7,25,673,18.423,1.308,14.5,6.4,5.4,0,5,90,1450,-34520.911,33251.186,54.331,3862.941,-0.306,5.837,42.2446,78.2186,-2.6284,11.7814,,1,1,3866,,,,,,
2773,9,7,25,873,18.43,1.506,14.4,6.3,5.3,0,5,77.1,1450,-34520.911,33251.186,54.331,3862.941,-0.306,5.837,42.2446,78.2186,-2.6284,11.7814,,1,1,3866,,,,,,
2774,9,7,26,73,18.436,1.278,14.4,5,5.8,0,5,98.8,1450,-34520.911,33251.186,54.331,3862.941,-0.306,5.837,42.2446,78.2186,-2.6284,11.7814,,1,1,3866,,,,,,
2775,9,7,26,273,18.441,1.293,14.5,5.7,5.7,0,5,96.7,1450,-34520.911,33251.186,54.331,3862.941,-0.306,5.837,42.2446,78.2186,-2.6284,11.7814,,1,1,3866,,,,,,
2776,9,7,26,473,18.448,1.384,14.5,6.3,5.4,0,5,85.3,1450,-34520.898,33251.204,54.353,3862.919,-0.302,5.859,42.2667,78.079,-2.6063,11.921,,1,1,3866,,,,,,
2777,9,7,26,673,18.454,1.126,14.5,5.2,5.8,0,5,112.6,1450,-34520.898,33251.204,54.353,3862.919,-0.302,5.859,42.2667,78.079,-2.6063,11.921,,1,1,3866,,,,,,
2778,9,7,26,873,18.46,1.308,14.5,6.4,5.3,0,5,89.2,1450,-34520.898,33251.204,54.353,3862.919,-0.302,5.859,42.2667,78.079,-2.6063,11.921,,1,1,3866,,,,,,
2779,9,7,27,73,18.468,1.43,14.4,6.2,5.2,0,5,79.9,1450,-34520.898,33251.204,54.353,3862.919,-0.302,5.859,42.2667,78.079,-2.6063,11.921,,1,1,3866,,,,,,
2780,9,7,27,273,18.472,1.217,14.4,6.3,5.3,0,5,95.6,1450,-34520.874,33251.219,54.353,3862.891,-0.308,5.859,42.2494,78.1119,-2.6237,11.8881,,1,1,3866,,,,,,
2781,9,7,27,473,18.479,1.354,14.4,6.2,5.3,0,5,85.6,1450,-34520.874,33251.219,54.353,3862.891,-0.308,5.859,42.2494,78.1119,-2.6237,11.8881,,1,1,3866,,,,,,
2782,9,7,27,673,18.485,1.293,14.4,5.6,5.6,0,5,93.9,1450,-34520.874,33251.219,54.353,3862.891,-0.308,5.859,42.2494,78.1119,-2.6237,11.8881,,1,1,3866,,,,,,
2783,9,7,27,873,18.492,1.384,14.4,5.4,5.8,0,5,90.8,1450,-34520.874,33251.219,54.353,3862.891,-0.308,5.859,42.2494,78.1119,-2.6237,11.8881,,1,1,3866,,,,,,
2784,9,7,28,73,18.499,1.491,14.5,5.7,5.6,0,5,82.4,1450,-34520.874,33251.219,54.353,3862.891,-0.308,5.859,42.2494,78.1119,-2.6237,11.8881,,1,1,3866,,,,,,
2785,9,7,28,273,18.505,1.43,14.5,5.6,5.6,0,5,86,1450,-34520.874,33251.219,54.353,3862.891,-0.308,5.859,42.2494,78.1119,-2.6237,11.8881,,1,1,3866,,,,,,
2786,9,7,28,473,18.51,1.308,14.5,5.6,5.7,0,5,95.6,1450,-34520.874,33251.219,54.353,3862.891,-0.308,5.859,42.2494,78.1119,-2.6237,11.8881,,1,1,3866,,,,,,
2787,9,7,28,673,18.517,1.338,14.4,6,5.4,0,5,88.2,1450,-34520.874,33251.219,54.353,3862.891,-0.308,5.859,42.2494,78.1119,-2.6237,11.8881,,1,1,3866,,,,,,
2788,9,7,28,873,18.522,1.247,14.4,5.9,5.5,0,5,96,1450,-34520.874,33251.219,54.353,3862.891,-0.308,5.859,42.2494,78.1119,-2.6237,11.8881,,1,1,3866,,,,,,
2789,9,7,29,74,18.529,1.293,14.4,6.4,5.2,0,5,88.1,1450,-34520.874,33251.219,54.353,3862.891,-0.308,5.859,42.2494,78.1119,-2.6237,11.8881,,1,1,3866,,,,,,
2790,9,7,29,273,18.536,1.43,14.4,5.6,5.6,0,5,84.6,1450,-34520.874,33251.219,54.353,3862.891,-0.308,5.859,42.2494,78.1119,-2.6237,11.8881,,1,1,3866,,,,,,
2791,9,7,29,473,18.54,1.232,14.4,5.2,5.8,0,5,102.3,1450,-34520.874,33251.219,54.353,3862.891,-0.308,5.859,42.2494,78.1119,-2.6237,11.8881,,1,1,3866,,,,,,
2792,9,7,29,673,18.547,1.338,14.4,5.9,5.5,0,5,89.7,1450,-34520.822,33251.267,54.317,3862.821,-0.311,5.823,42.2063,78.478,-2.6667,11.522,,1,1,3866,,,,,,
2793,9,7,29,873,18.554,1.308,14.5,5.3,5.8,0,5,97.5,1450,-34520.822,33251.267,54.317,3862.821,-0.311,5.823,42.2063,78.478,-2.6667,11.522,,1,1,3866,,,,,,
2794,9,7,30,73,18.558,1.202,14.5,5.4,5.8,0,5,107,1450,-34520.822,33251.267,54.317,3862.821,-0.311,5.823,42.2063,78.478,-2.6667,11.522,,1,1,3866,,,,,,
2795,9,7,30,273,18.565,1.399,14.5,5.9,5.5,0,5,86.8,1450,-34520.822,33251.267,54.317,3862.821,-0.311,5.823,42.2063,78.478,-2.6667,11.522,,1,1,3866,,,,,,
2796,9,7,30,473,18.571,1.278,14.5,5.9,5.5,0,5,94.5,1450,-34520.822,33251.267,54.317,3862.821,-0.311,5.823,42.2063,78.478,-2.6667,11.522,,1,1,3866,,,,,,
2797,9,7,30,673,18.578,1.323,14.4,6.2,5.3,0,5,87.6,1450,-34520.822,33251.267,54.317,3862.821,-0.311,5.823,42.2063,78.478,-2.6667,11.522,,1,1,3866,,,,,,
2798,9,7,30,873,18.583,1.354,14.4,6.1,5.4,0,5,86.6,1450,-34520.822,33251.267,54.317,3862.821,-0.311,5.823,42.2063,78.478,-2.6667,11.522,,1,1,3866,,,,,,
2799,9,7,31,73,18.59,1.293,14.4,5.1,5.9,0,5,98.5,1450,-34520.822,33251.267,54.317,3862.821,-0.311,5.823,42.2063,78.478,-2.6667,11.522,,1,1,3866,,,,,,
2800,9,7,31,273,18.596,1.278,14.4,5.3,5.9,0,5,100.3,1450,-34520.822,33251.267,54.317,3862.821,-0.311,5.823,42.2063,78.478,-2.6667,11.522,,1,1,3866,,,,,,
2801,9,7,31,473,18.603,1.369,14.4,5.8,5.6,0,5,89,1450,-34520.804,33251.283,54.335,3862.796,-0.312,5.842,42.1998,78.3933,-2.6732,11.6067,,1,1,3866,,,,,,
2802,9,7,31,673,18.608,1.308,14.5,5.7,5.6,0,5,93.9,1450,-34520.804,33251.283,54.335,3862.796,-0.312,5.842,42.1998,78.3933,-2.6732,11.6067,,1,1,3866,,,,,,
2803,9,7,31,873,18.614,1.247,14.5,6,5.4,0,5,95.3,1450,-34520.804,33251.283,54.335,3862.796,-0.312,5.842,42.1998,78.3933,-2.6732,11.6067,,1,1,3866,,,,,,
2804,9,7,32,73,18.62,1.354,14.5,6,5.5,0,5,88.1,1450,-34520.804,33251.283,54.335,3862.796,-0.312,5.842,42.1998,78.3933,-2.6732,11.6067,,1,1,3866,,,,,,
2805,9,7,32,273,18.626,1.293,14.4,6.1,5.4,0,5,91.1,1450,-34520.804,33251.283,54.335,3862.796,-0.312,5.842,42.1998,78.3933,-2.6732,11.6067,,1,1,3866,,,,,,
2806,9,7,32,473,18.632,1.338,14.4,6.2,5.3,0,5,86.7,1450,-34520.804,33251.283,54.335,3862.796,-0.312,5.842,42.1998,78.3933,-2.6732,11.6067,,1,1,3866,,,,,,
2807,9,7,32,673,18.639,1.338,14.4,5,5.9,0,5,95.4,1450,-34520.804,33251.283,54.335,3862.796,-0.312,5.842,42.1998,78.3933,-2.6732,11.6067,,1,1,3866,,,,,,
2808,9,7,32,873,18.643,1.217,14.4,5.1,5.9,0,5,105.8,1450,-34520.804,33251.283,54.335,3862.796,-0.312,5.842,42.1998,78.3933,-2.6732,11.6067,,1,1,3866,,,,,,
2809,9,7,33,73,18.65,1.43,14.4,6.3,5.4,0,5,82.6,1450,-34520.781,33251.304,54.331,3862.765,-0.313,5.837,42.2023,78.4606,-2.6708,11.5394,,1,1,3866,,,,,,
2810,9,7,33,273,18.656,1.278,14.5,5.5,5.7,0,5,97.1,1450,-34520.781,33251.304,54.331,3862.765,-0.313,5.837,42.2023,78.4606,-2.6708,11.5394,,1,1,3866,,,,,,
2811,9,7,33,473,18.661,1.217,14.5,5.4,5.8,0,5,105.8,1450,-34520.781,33251.304,54.331,3862.765,-0.313,5.837,42.2023,78.4606,-2.6708,11.5394,,1,1,3866,,,,,,
2812,9,7,33,673,18.668,1.369,14.5,5.8,5.4,0,5,87.7,1450,-34520.781,33251.304,54.331,3862.765,-0.313,5.837,42.2023,78.4606,-2.6708,11.5394,,1,1,3866,,,,,,
2813,9,7,33,873,18.675,1.323,14.5,6.3,5.4,0,5,89.2,1450,-34520.781,33251.304,54.331,3862.765,-0.313,5.837,42.2023,78.4606,-2.6708,11.5394,,1,1,3866,,,,,,
2814,9,7,34,73,18.681,1.308,14.4,6.3,5.3,0,5,88.3,1450,-34520.781,33251.304,54.331,3862.765,-0.313,5.837,42.2023,78.4606,-2.6708,11.5394,,1,1,3866,,,,,,
2815,9,7,34,273,18.686,1.293,14.4,5.4,5.6,0,5,93.8,1450,-34520.781,33251.304,54.331,3862.765,-0.313,5.837,42.2023,78.4606,-2.6708,11.5394,,1,1,3866,,,,,,
2816,9,7,34,473,18.693,1.338,14.4,5,5.9,0,5,94.9,1450,-34520.781,33251.304,54.331,3862.765,-0.313,5.837,42.2023,78.4606,-2.6708,11.5394,,1,1,3866,,,,,,
2817,9,7,34,673,18.699,1.354,14.4,5.7,5.7,0,5,91.7,1450,-34520.764,33251.314,54.352,3862.746,-0.318,5.858,42.176,78.3038,-2.6971,11.6962,,1,1,3866,,,,,,
2818,9,7,34,873,18.704,1.278,14.5,5.3,5.8,0,5,99.4,1450,-34520.764,33251.314,54.352,3862.746,-0.318,5.858,42.176,78.3038,-2.6971,11.6962,,1,1,3866,,,,,,
2819,9,7,35,73,18.71,1.171,14.5,5.5,5.9,0,5,110.2,1450,-34520.764,33251.314,54.352,3862.746,-0.318,5.858,42.176,78.3038,-2.6971,11.6962,,1,1,3866,,,,,,
2820,9,7,35,273,18.717,1.354,14.5,5.9,5.6,0,5,90.5,1450,-34520.764,33251.314,54.352,3862.746,-0.318,5.858,42.176,78.3038,-2.6971,11.6962,,1,1,3866,,,,,,
2821,9,7,35,473,18.722,1.247,14.5,5.7,5.5,0,5,97.9,1450,-34520.764,33251.314,54.352,3862.746,-0.318,5.858,42.176,78.3038,-2.6971,11.6962,,1,1,3866,,,,,,
2822,9,7,35,673,18.728,1.323,14.5,6.1,5.5,0,5,90.3,1450,-34520.764,33251.314,54.352,3862.746,-0.318,5.858,42.176,78.3038,-2.6971,11.6962,,1,1,3866,,,,,,
2823,9,7,35,873,18.735,1.369,14.4,5.9,5.5,0,5,87,1450,-34520.764,33251.314,54.352,3862.746,-0.318,5.858,42.176,78.3038,-2.6971,11.6962,,1,1,3866,,,,,,
2824,9,7,36,73,18.741,1.247,14.4,5.8,5.5,0,5,96.4,1450,-34520.764,33251.314,54.352,3862.746,-0.318,5.858,42.176,78.3038,-2.6971,11.6962,,1,1,3866,,,,,,
2825,9,7,36,273,18.746,1.293,14.4,5.8,5.6,0,5,94.1,1450,-34520.727,33251.366,54.349,3862.683,-0.307,5.855,42.2249,78.4798,-2.6481,11.5202,,1,1,3866,,,,,,
2826,9,7,36,473,18.753,1.308,14.4,5.1,5.9,0,5,98.6,1450,-34520.727,33251.366,54.349,3862.683,-0.307,5.855,42.2249,78.4798,-2.6481,11.5202,,1,1,3866,,,,,,
2827,9,7,36,673,18.759,1.232,14.5,5.4,5.8,0,5,103.3,1450,-34520.727,33251.366,54.349,3862.683,-0.307,5.855,42.2249,78.4798,-2.6481,11.5202,,1,1,3866,,,,,,
2828,9,7,36,873,18.764,1.338,14.5,5.7,5.7,0,5,93.1,1450,-34520.727,33251.366,54.349,3862.683,-0.307,5.855,42.2249,78.4798,-2.6481,11.5202,,1,1,3866,,,,,,
2829,9,7,37,73,18.771,1.308,14.5,5.3,5.7,0,5,96.6,1450,-34520.727,33251.366,54.349,3862.683,-0.307,5.855,42.2249,78.4798,-2.6481,11.5202,,1,1,3866,,,,,,
2830,9,7,37,274,18.777,1.308,14.5,5.8,5.6,0,5,95,1450,-34520.727,33251.366,54.349,3862.683,-0.307,5.855,42.2249,78.4798,-2.6481,11.5202,,1,1,3866,,,,,,
2831,9,7,37,473,18.782,1.278,14.5,6.2,5.4,0,5,92.2,1450,-34520.727,33251.366,54.349,3862.683,-0.307,5.855,42.2249,78.4798,-2.6481,11.5202,,1,1,3866,,,,,,
2832,9,7,37,673,18.788,1.247,14.4,6,5.4,0,5,94.6,1450,-34520.727,33251.366,54.349,3862.683,-0.307,5.855,42.2249,78.4798,-2.6481,11.5202,,1,1,3866,,,,,,
2833,9,7,37,873,18.795,1.247,14.4,6,5.4,0,5,93.8,1450,-34520.727,33251.366,54.349,3862.683,-0.307,5.855,42.2249,78.4798,-2.6481,11.5202,,1,1,3866,,,,,,
2834,9,7,38,73,18.8,1.293,14.4,5.6,5.7,0,5,95.5,1450,-34520.727,33251.366,54.349,3862.683,-0.307,5.855,42.2249,78.4798,-2.6481,11.5202,,1,1,3866,,,,,,
2835,9,7,38,273,18.806,1.217,14.4,4.9,5.8,0,5,104.5,1450,-34520.727,33251.366,54.349,3862.683,-0.307,5.855,42.2249,78.4798,-2.6481,11.5202,,1,1,3866,,,,,,
2836,9,7,38,473,18.811,1.262,14.5,5.7,5.7,0,5,98.3,1450,-34520.727,33251.366,54.349,3862.683,-0.307,5.855,42.2249,78.4798,-2.6481,11.5202,,1,1,3866,,,,,,
2837,9,7,38,673,18.818,1.399,14.4,5.9,5.6,0,5,87.1,1450,-34520.727,33251.366,54.349,3862.683,-0.307,5.855,42.2249,78.4798,-2.6481,11.5202,,1,1,3866,,,,,,
2838,9,7,38,873,18.823,1.202,14.5,5.4,5.7,0,5,104.1,1450,-34520.68,33251.394,54.361,3862.63,-0.321,5.868,42.1923,78.4691,-2.6807,11.5309,,1,1,3866,,,,,,
2839,9,7,39,73,18.83,1.217,14.5,5.9,5.5,0,5,99.5,1450,-34520.68,33251.394,54.361,3862.63,-0.321,5.868,42.1923,78.4691,-2.6807,11.5309,,1,1,3866,,,,,,
2840,9,7,39,273,18.835,1.278,14.5,5.8,5.5,0,5,93.4,1450,-34520.68,33251.394,54.361,3862.63,-0.321,5.868,42.1923,78.4691,-2.6807,11.5309,,1,1,3866,,,,,,
2841,9,7,39,473,18.841,1.232,14.4,5.8,5.4,0,5,96.1,1450,-34520.68,33251.394,54.361,3862.63,-0.321,5.868,42.1923,78.4691,-2.6807,11.5309,,1,1,3866,,,,,,
2842,9,7,39,673,18.846,1.278,14.4,5.9,5.6,0,5,95.2,1450,-34520.68,33251.394,54.361,3862.63,-0.321,5.868,42.1923,78.4691,-2.6807,11.5309,,1,1,3866,,,,,,
2843,9,7,39,873,18.853,1.217,14.4,4.7,6,0,5,106.5,1450,-34520.68,33251.394,54.361,3862.63,-0.321,5.868,42.1923,78.4691,-2.6807,11.5309,,1,1,3866,,,,,,
2844,9,7,40,73,18.859,1.278,14.4,5.2,5.8,0,5,98.7,1450,-34520.68,33251.394,54.361,3862.63,-0.321,5.868,42.1923,78.4691,-2.6807,11.5309,,1,1,3866,,,,,,
2845,9,7,40,273,18.864,1.323,14.4,5.5,5.8,0,5,95.9,1450,-34520.68,33251.394,54.361,3862.63,-0.321,5.868,42.1923,78.4691,-2.6807,11.5309,,1,1,3866,,,,,,
2846,9,7,40,473,18.87,1.202,14.5,5.2,5.8,0,5,105.8,1450,-34520.66,33251.408,54.369,3862.606,-0.325,5.875,42.1907,78.4501,-2.6823,11.5499,,1,1,3866,,,,,,
2847,9,7,40,673,18.875,1.171,14.5,5.6,5.8,0,5,108,1450,-34520.66,33251.408,54.369,3862.606,-0.325,5.875,42.1907,78.4501,-2.6823,11.5499,,1,1,3866,,,,,,
2848,9,7,40,873,18.882,1.278,14.4,6.2,5.5,0,5,93,1450,-34520.66,33251.408,54.369,3862.606,-0.325,5.875,42.1907,78.4501,-2.6823,11.5499,,1,1,3866,,,,,,
2849,9,7,41,93,18.887,1.095,14.4,6.1,5.3,0,5,105.1,1450,-34520.66,33251.408,54.369,3862.606,-0.325,5.875,42.1907,78.4501,-2.6823,11.5499,,1,1,3866,,,,,,
2850,9,7,41,293,18.892,1.156,14.4,6.7,5.1,0,5,95.8,1450,-34520.66,33251.408,54.369,3862.606,-0.325,5.875,42.1907,78.4501,-2.6823,11.5499,,1,1,3866,,,,,,
2851,9,7,41,493,18.899,1.278,14.4,5.8,5.5,0,5,93.2,1450,-34520.66,33251.408,54.369,3862.606,-0.325,5.875,42.1907,78.4501,-2.6823,11.5499,,1,1,3866,,,,,,
2852,9,7,41,713,18.903,1.004,14.4,5.1,5.7,0,5,123.9,1450,-34520.66,33251.408,54.369,3862.606,-0.325,5.875,42.1907,78.4501,-2.6823,11.5499,,1,1,3866,,,,,,
2853,9,7,41,913,18.909,1.171,14.4,6.1,5.5,0,5,101.1,1450,-34520.66,33251.408,54.369,3862.606,-0.325,5.875,42.1907,78.4501,-2.6823,11.5499,,1,1,3866,,,,,,
2854,9,7,42,113,18.917,1.399,14.4,5.8,5.4,0,5,84.8,1450,-34520.643,33251.421,54.388,3862.585,-0.327,5.895,42.1753,78.3298,-2.6978,11.6702,,1,1,3866,,,,,,
2855,9,7,42,313,18.921,1.247,14.5,4.9,6,0,5,106,1450,-34520.643,33251.421,54.388,3862.585,-0.327,5.895,42.1753,78.3298,-2.6978,11.6702,,1,1,3866,,,,,,
2856,9,7,42,534,18.928,1.308,14.5,6.5,5.4,0,5,91.1,1450,-34520.643,33251.421,54.388,3862.585,-0.327,5.895,42.1753,78.3298,-2.6978,11.6702,,1,1,3866,,,,,,
2857,9,7,42,733,18.935,1.369,14.4,5.9,5.5,0,5,86.8,1450,-34520.643,33251.421,54.388,3862.585,-0.327,5.895,42.1753,78.3298,-2.6978,11.6702,,1,1,3866,,,,,,
2858,9,7,42,933,18.938,1.034,14.4,6.1,5.3,0,5,110.9,1450,-34520.643,33251.421,54.388,3862.585,-0.327,5.895,42.1753,78.3298,-2.6978,11.6702,,1,1,3866,,,,,,
2859,9,7,43,133,18.945,1.293,14.4,6.5,5.3,0,5,88.3,1450,-34520.643,33251.421,54.388,3862.585,-0.327,5.895,42.1753,78.3298,-2.6978,11.6702,,1,1,3866,,,,,,
2860,9,7,43,334,18.952,1.262,14.4,5.1,5.8,0,5,99.7,1450,-34520.643,33251.421,54.388,3862.585,-0.327,5.895,42.1753,78.3298,-2.6978,11.6702,,1,1,3866,,,,,,
2861,9,7,43,554,18.956,1.156,14.5,5.5,5.8,0,5,109.5,1450,-34520.643,33251.421,54.388,3862.585,-0.327,5.895,42.1753,78.3298,-2.6978,11.6702,,1,1,3866,,,,,,
2862,9,7,43,753,18.962,1.262,14.5,6.6,5.3,0,5,93.2,1450,-34520.619,33251.447,54.372,3862.55,-0.326,5.878,42.2074,78.471,-2.6656,11.529,,1,1,3866,,,,,,
2863,9,7,43,953,18.969,1.141,14.5,5.2,5.7,0,5,110.8,1450,-34520.619,33251.447,54.372,3862.55,-0.326,5.878,42.2074,78.471,-2.6656,11.529,,1,1,3866,,,,,,
2864,9,7,44,154,18.974,1.202,14.5,5.6,5.8,0,5,105.6,1450,-34520.619,33251.447,54.372,3862.55,-0.326,5.878,42.2074,78.471,-2.6656,11.529,,1,1,3866,,,,,,
2865,9,7,44,353,18.982,1.567,14.4,6.6,5,0,5,70.3,1450,-34520.619,33251.447,54.372,3862.55,-0.326,5.878,42.2074,78.471,-2.6656,11.529,,1,1,3866,,,,,,
2866,9,7,44,573,18.987,1.232,14.4,5.9,5.4,0,5,96.1,1450,-34520.619,33251.447,54.372,3862.55,-0.326,5.878,42.2074,78.471,-2.6656,11.529,,1,1,3866,,,,,,
2867,9,7,44,773,18.992,1.156,14.4,6.7,5.2,0,5,97,1450,-34520.619,33251.447,54.372,3862.55,-0.326,5.878,42.2074,78.471,-2.6656,11.529,,1,1,3866,,,,,,
2868,9,7,44,973,19.001,1.445,14.4,6.7,5.3,0,5,79,1450,-34520.619,33251.447,54.372,3862.55,-0.326,5.878,42.2074,78.471,-2.6656,11.529,,1,1,3866,,,,,,
2869,9,7,45,174,19.006,1.247,14.4,5.1,5.6,0,5,96.8,1450,-34520.619,33251.447,54.372,3862.55,-0.326,5.878,42.2074,78.471,-2.6656,11.529,,1,1,3866,,,,,,
2870,9,7,45,374,19.01,1.262,14.4,6.3,5.3,0,5,91.5,1450,-34520.586,33251.484,54.386,3862.5,-0.323,5.892,42.1998,78.4603,-2.6733,11.5397,,1,1,3866,,,,,,
2871,9,7,45,573,19.019,1.43,14.5,5.4,5.6,0,5,85.1,1450,-34520.586,33251.484,54.386,3862.5,-0.323,5.892,42.1998,78.4603,-2.6733,11.5397,,1,1,3866,,,,,,
2872,9,7,45,773,19.023,1.186,14.4,5,5.8,0,5,106.4,1450,-34520.586,33251.484,54.386,3862.5,-0.323,5.892,42.1998,78.4603,-2.6733,11.5397,,1,1,3866,,,,,,
2873,9,7,46,13,19.03,1.202,14.5,5.9,5.6,0,5,103.1,1450,-34520.586,33251.484,54.386,3862.5,-0.323,5.892,42.1998,78.4603,-2.6733,11.5397,,1,1,3866,,,,,,
2874,9,7,46,214,19.037,1.384,14.5,6.3,5.1,0,5,80.6,1450,-34520.586,33251.484,54.386,3862.5,-0.323,5.892,42.1998,78.4603,-2.6733,11.5397,,1,1,3866,,,,,,
2875,9,7,46,414,19.042,1.156,14.4,6.1,5.3,0,5,99.8,1450,-34520.586,33251.484,54.386,3862.5,-0.323,5.892,42.1998,78.4603,-2.6733,11.5397,,1,1,3866,,,,,,
2876,9,7,46,633,19.048,1.262,14.4,6.9,5.1,0,5,87.6,1450,-34520.586,33251.484,54.386,3862.5,-0.323,5.892,42.1998,78.4603,-2.6733,11.5397,,1,1,3866,,,,,,
2877,9,7,46,833,19.056,1.43,14.4,5.8,5.4,0,5,81.9,1450,-34520.586,33251.484,54.386,3862.5,-0.323,5.892,42.1998,78.4603,-2.6733,11.5397,,1,1,3866,,,,,,
2878,9,7,47,33,19.06,1.141,14.5,5.1,5.7,0,5,108.9,1450,-34520.558,33251.496,54.386,3862.472,-0.335,5.892,42.1914,78.5469,-2.6816,11.4531,,1,1,3866,,,,,,
2879,9,7,47,233,19.067,1.43,14.5,6.9,5.2,0,5,78.7,1450,-34520.558,33251.496,54.386,3862.472,-0.335,5.892,42.1914,78.5469,-2.6816,11.4531,,1,1,3866,,,,,,
2880,9,7,47,433,19.074,1.415,14.5,5.7,5.5,0,5,85.5,1450,-34520.558,33251.496,54.386,3862.472,-0.335,5.892,42.1914,78.5469,-2.6816,11.4531,,1,1,3866,,,,,,
2881,9,7,47,653,19.08,1.171,14.5,5.5,5.7,0,5,106.5,1450,-34520.558,33251.496,54.386,3862.472,-0.335,5.892,42.1914,78.5469,-2.6816,11.4531,,1,1,3866,,,,,,
2882,9,7,47,853,19.088,1.567,14.4,6.5,5.1,0,5,71.1,1450,-34520.558,33251.496,54.386,3862.472,-0.335,5.892,42.1914,78.5469,-2.6816,11.4531,,1,1,3866,,,,,,
2883,9,8,46,654,19.103,3.666,14.5,4,1.9,0,6,11.6,1450,-34522.865,33249.455,53.838,3865.547,-0.153,5.344,42.4222,78.3116,-2.4509,11.6884,,1,1,3866,,,,,,
2884,9,8,46,853,19.12,3.62,14.5,4,2.6,0,6,15.6,1450,-34522.865,33249.455,53.838,3865.547,-0.153,5.344,42.4222,78.3116,-2.4509,11.6884,,1,1,3866,,,,,,
2885,9,8,47,53,19.134,3.437,14.5,4.1,2.6,0,6,16.6,1450,-34522.865,33249.455,53.838,3865.547,-0.153,5.344,42.4222,78.3116,-2.4509,11.6884,,1,1,3866,,,,,,
2886,9,9,7,454,19.138,1.171,14.5,5.5,5.7,0,6,106.7,1451,-34522.516,33249.726,53.912,3865.107,-0.208,5.418,42.2166,78.4986,-2.6564,11.5014,,1,1,3866,,,,,,
